"PREDICTED_INDUCED_VERTICAL_BREAK","GAME_CODE","PITCHER_KEY","THROW_SIDE_KEY","BAT_SIDE_KEY","INNING_KEY","BATTER_IN_INNING_KEY","PITCH_NUMBER","CURRENT_BALLS","CURRENT_STRIKES","PITCH_RESULT_KEY","EVENT_RESULT_KEY","PITCH_TYPE_KEY","RELEASE_SPEED","PLATE_SPEED","SPIN_RATE","SPIN_DIRECTION","SZ_TOP","SZ_BOTTOM","PLATE_X","PLATE_Z","B","S","O","BU","FB","GB","LD","PU","X1BO","X2BO","X3BO","RELEASE_HEIGHT","RELEASE_SIDE","RELEASE_EXTENSION","HORIZONTAL_BREAK","INDUCED_VERTICAL_BREAK","VERTICAL_APPROACH_ANGLE","HORIZONTAL_APPROACH_ANGLE"
13.6985635757446,2.022072700247e+18,"B","L","R",3,4,1,0,0,"BallCalled","NULL","FB",89.6158981323242,82.0341033935547,1049.60998535156,150.324996948242,3.46399998664856,1.59049999713898,1.64609003067017,4.13376998901367,1,0,0,0,0,0,0,0,0,0,1,5.7473201751709,1.59920001029968,5.85736989974976,7.78357982635498,NA,-3.76255989074707,0.814921021461487
17.1885681152344,2.022072700247e+18,"B","L","R",3,4,2,1,0,"HitByPitch","hit_by_pitch","FB",90.178596496582,82.5683975219727,1284.2900390625,166.464004516602,3.46399998664856,1.59049999713898,-2.62328004837036,1.33056998252869,1,0,0,0,0,0,0,0,0,0,1,5.68886995315552,1.45013999938965,6.30389022827148,4.1144700050354,NA,-6.34802007675171,-3.99657011032104
25.317289352417,2.022072700247e+18,"B","L","R",3,5,2,0,1,"InPlay","single","FB",91.6845321655273,82.5383834838867,3000,NA,3.51259994506836,1.61590003967285,0.534009993076324,1.98127996921539,0,1,0,0,0,0,1,0,1,0,1,6.18370008468628,1.24029004573822,5.73249006271362,NA,NA,-4.62951278686523,-0.777155995368958
16.1253108978271,2.022073100247e+18,"A","R","L",1,1,1,0,0,"BallCalled","NULL","FB",96.1883010864258,87.2593002319336,1380.60998535156,205.748992919922,3.36680006980896,1.53970003128052,-1.15635001659393,3.80184006690979,1,0,0,0,0,0,0,0,0,0,0,5.95038986206055,-1.21983003616333,5.86122989654541,-7.57324981689453,NA,-3.72848010063171,-0.682512998580933
14.0317916870117,2.022073100247e+18,"A","R","L",1,1,2,1,0,"InPlay","single","FB",96.0505981445313,87.6809005737305,1196.36999511719,210.932998657227,3.36680006980896,1.53970003128052,0.308811008930206,1.590980052948,0,1,0,0,0,0,1,0,0,0,0,5.86638021469116,-1.12545001506805,5.8060998916626,-8.26696014404297,NA,-6.18320989608765,0.723537981510162
19.887565612793,2.022073100247e+18,"A","R","R",1,2,1,0,0,"BallCalled","NULL","FB",95.4337997436523,86.3793029785156,1954.93994140625,200.753997802734,3.26959991455078,1.48889994621277,-0.622882008552551,3.98065996170044,1,0,0,0,0,0,0,0,1,0,0,5.97985982894897,-1.27687001228333,5.85289001464844,-7.4184398651123,NA,-3.23972010612488,-0.0334217995405197
19.4361724853516,2.022073100247e+18,"A","R","R",1,2,3,1,1,"InPlay","single","FB",96.6232986450195,87.4897994995117,2071.53002929688,208.39599609375,3.26959991455078,1.48889994621277,-1.47156000137329,2.65972995758057,0,1,0,0,0,0,1,0,1,0,0,5.85283994674683,-1.19117999076843,5.83016014099121,-10.1293001174927,NA,-4.53135013580322,-1.30782997608185
17.483922958374,2.022073100247e+18,"A","R","L",1,3,3,2,0,"BallCalled","NULL","FB",96.2445983886719,88.1809005737305,1833.68005371094,211.57600402832,3.31820011138916,1.51429998874664,-1.57316994667053,3.18301010131836,1,0,0,0,0,0,0,0,1,1,0,5.86218976974487,-1.19366002082825,5.83924007415771,-10.4867000579834,NA,-4.12385988235474,-1.4375
17.988748550415,2.022073100247e+18,"A","R","L",1,3,4,3,0,"BallCalled","walk","FB",96.826301574707,89.1074981689453,2047.28002929688,215.899002075195,3.31820011138916,1.51429998874664,-1.48960995674133,2.2913498878479,1,0,0,0,0,0,0,0,1,1,0,5.81625986099243,-1.27206003665924,5.87721014022827,-12.2755002975464,NA,-4.98954010009766,-1.43593001365662
20.0325965881348,2.022073100247e+18,"A","R","R",1,4,5,2,2,"FoulBall","NULL","FB",97.549201965332,88.806999206543,2208.23999023438,204.313003540039,3.41540002822876,1.5650999546051,-0.655802011489868,2.38287997245789,0,1,0,0,0,0,0,0,1,1,1,5.82735013961792,-1.1824699640274,6.01276016235352,-8.92278003692627,NA,-4.62133979797363,-0.317597985267639
16.8139686584473,2.022073100247e+18,"A","R","R",1,4,7,2,2,"BallCalled","NULL","FB",97.2300033569336,89.4143981933594,1473.81994628906,203.787002563477,3.41540002822876,1.5650999546051,0.136740997433662,3.85154008865356,1,0,0,0,0,0,0,0,1,1,1,5.89667987823486,-1.20295000076294,5.89893007278442,-7.18536996841431,NA,-3.441890001297,0.738992989063263
17.4049968719482,2.022073100247e+18,"A","R","R",1,5,1,0,0,"FoulBall","NULL","FB",97.0081024169922,89.1642990112305,1727.90002441406,208.192993164063,3.36680006980896,1.53970003128052,-0.362127006053925,2.50644993782043,0,1,0,0,0,0,0,0,1,1,1,5.76277017593384,-1.21912002563477,5.98429012298584,-9.1115198135376,NA,-4.68872022628784,0.0285576991736889
17.3539390563965,2.022073100247e+18,"A","R","R",1,6,1,0,0,"BallCalled","NULL","FB",98.2241973876953,90.6144027709961,1487.71997070313,200.399993896484,3.46399998664856,1.59049999713898,-0.507589995861053,1.26710999011993,1,0,0,0,0,0,0,0,1,1,1,5.81975984573364,-1.09217000007629,6.11266994476318,-6.17506980895996,NA,-6.0381498336792,0.02453319914639
18.6458168029785,2.022073100247e+18,"A","R","R",1,6,2,1,0,"BallCalled","NULL","FB",96.9069976806641,88.407600402832,1761.43994140625,201.070007324219,3.46399998664856,1.59049999713898,-0.817551970481873,3.13176989555359,1,0,0,0,0,0,0,0,1,1,1,5.81094980239868,-1.21859002113342,6.07897996902466,-7.02386999130249,NA,-3.97680997848511,-0.262576997280121
20.1729640960693,2.022073100247e+18,"A","R","R",1,6,4,3,0,"InPlay","field_out","FB",96.997802734375,88.618896484375,1954.97998046875,198.776992797852,3.46399998664856,1.59049999713898,-0.609059989452362,2.65299010276794,0,1,1,0,0,0,1,0,1,1,1,5.8284797668457,-1.06898999214172,6.08368015289307,-6.61232995986938,NA,-4.38080978393555,-0.157840996980667
18.3571681976318,2.022073100247e+18,"A","R","R",2,1,5,2,2,"BallCalled","NULL","FB",97.0294036865234,88.5650024414063,1876.16003417969,209.503005981445,3.31820011138916,1.51429998874664,-0.184544995427132,1.6824699640274,1,0,0,0,0,0,0,0,0,0,0,5.81537008285522,-1.24970996379852,5.91829013824463,-9.93890953063965,NA,-5.59903001785278,0.16270999610424
18.186861038208,2.022073100247e+18,"A","R","R",2,1,6,3,2,"InPlay","single","FB",96.8378982543945,87.6906967163086,1979.23999023438,211.72200012207,3.31820011138916,1.51429998874664,-0.520910978317261,2.00129008293152,0,1,0,0,0,0,1,0,0,0,0,5.81326007843018,-1.09675002098083,5.94563007354736,-10.8940000534058,NA,-5.29016017913818,-0.466269999742508
18.1143493652344,2.022073100247e+18,"A","R","R",2,2,1,0,0,"BallCalled","NULL","FB",97.1414031982422,89.1980972290039,1776.28002929688,205.320007324219,3.46399998664856,1.59049999713898,-1.36410999298096,4.72129011154175,1,0,0,0,0,0,0,0,1,0,0,5.88876008987427,-1.23791003227234,5.93151998519897,-8.37047958374023,NA,-2.36834001541138,-0.95576000213623
17.5999374389648,2.022073100247e+18,"A","R","R",2,2,2,1,0,"HitByPitch","hit_by_pitch","FB",95.3527984619141,87.4565963745117,1629.67004394531,207.072006225586,3.46399998664856,1.59049999713898,-2.10979008674622,4.38836002349854,1,0,0,0,0,0,0,0,1,0,0,5.81694984436035,-1.34194004535675,5.79131984710693,-8.66981029510498,NA,-2.84227991104126,-1.67333996295929
19.9476146697998,2.022073100247e+18,"A","R","R",2,3,2,1,0,"StrikeCalled","NULL","FB",97.0599975585938,87.8464965820313,1811.48999023438,192.686004638672,3.51259994506836,1.61590003967285,0.581305980682373,1.96691000461578,0,1,0,0,0,0,0,0,1,1,0,5.83947992324829,-1.01231002807617,6.07072019577026,-4.38640022277832,NA,-5.15964984893799,1.28000998497009
15.8788976669312,2.022073100247e+18,"A","R","L",2,4,2,0,1,"BallCalled","NULL","FB",97.3776016235352,89.6432037353516,1516.31994628906,209.541000366211,3.36680006980896,1.53970003128052,-1.36954998970032,3.01862001419067,1,0,0,0,0,0,0,0,1,1,0,5.78771018981934,-1.36503005027771,5.94118022918701,-8.86647033691406,NA,-4.27085018157959,-0.873001992702484
18.1230773925781,2.022073100247e+18,"A","R","L",2,4,4,1,2,"FoulBall","NULL","FB",98.0625,89.1184005737305,1869.03002929688,210.479995727539,3.36680006980896,1.53970003128052,-0.521251022815704,2.17125010490417,0,1,0,0,0,0,0,0,1,1,0,5.71384000778198,-1.24382996559143,5.76542997360229,-10.209400177002,NA,-4.94403982162476,-0.235042005777359
16.9495162963867,2.022073100247e+18,"A","R","L",2,4,5,1,2,"StrikeSwinging","strikeout","FB",97.4843978881836,88.1953964233398,1598.2099609375,208.063995361328,3.36680006980896,1.53970003128052,0.00388109008781612,2.94520998001099,0,1,1,0,0,0,0,0,1,1,0,5.76517009735107,-1.30150997638702,5.95906019210815,-8.75677013397217,NA,-4.30840015411377,0.533188998699188
19.5997581481934,2.022073100247e+18,"A","R","R",2,5,4,3,0,"StrikeCalled","NULL","FB",97.4794006347656,88.3143005371094,1788.30004882813,192.837005615234,3.26959991455078,1.48889994621277,-0.266840010881424,2.2846999168396,0,1,0,0,0,0,0,0,1,1,0,5.77174997329712,-1.09344005584717,5.9537501335144,-4.40956020355225,NA,-4.72977018356323,0.45074000954628
18.3806686401367,2.022073100247e+18,"A","R","R",2,5,5,3,1,"StrikeSwinging","NULL","FB",96.6381988525391,87.3393020629883,1649.35998535156,202.296005249023,3.26959991455078,1.48889994621277,-0.783845007419586,2.52262997627258,0,1,0,0,0,0,0,0,1,1,0,5.74938011169434,-1.09079003334045,5.9407000541687,-7.25098991394043,NA,-4.67566013336182,-0.393074005842209
19.8146305084229,2.022073100247e+18,"A","R","R",2,5,6,3,2,"BallCalled","walk","FB",98.1980972290039,89.2741012573242,1920.90002441406,199.186004638672,3.26959991455078,1.48889994621277,0.24617899954319,1.08059000968933,1,0,0,0,0,0,0,0,1,1,0,5.73243999481201,-1.07484996318817,5.918869972229,-6.71243000030518,NA,-5.93039989471436,0.753270983695984
17.0626735687256,2.022073100247e+18,"A","R","L",2,6,1,0,0,"FoulBall","NULL","FB",98.3358001708984,90.4521026611328,1559.5,205.97200012207,3.31820011138916,1.51429998874664,-0.202539995312691,2.56062006950378,0,1,0,0,0,0,0,0,1,1,1,5.77655982971191,-1.32617998123169,5.86887979507446,-7.98695993423462,NA,-4.62704992294312,0.42611101269722
18.5591773986816,2.022073100247e+18,"A","R","L",2,6,3,0,2,"FoulBall","NULL","FB",97.6712036132813,88.905403137207,1681.82995605469,200.638000488281,3.31820011138916,1.51429998874664,-0.0161084998399019,2.73668003082275,0,1,0,0,0,0,0,0,1,1,1,5.80755996704102,-1.20801997184753,5.70909023284912,-6.79629993438721,NA,-4.38911008834839,0.60733699798584
17.4734630584717,2.022073100247e+18,"A","R","L",2,6,5,1,2,"FoulBall","NULL","FB",97.6738967895508,89.1246032714844,2090.78002929688,212.464004516602,3.31820011138916,1.51429998874664,-0.201183006167412,3.29836010932922,0,1,0,0,0,0,0,0,1,1,1,5.72043991088867,-1.26259994506836,6.41638994216919,-11.1150999069214,NA,-3.71758008003235,0.0458057001233101
18.1447772979736,2.022073100247e+18,"A","R","L",2,6,7,1,2,"StrikeSwinging","strikeout","FB",98.1560974121094,89.1724014282227,1638.83996582031,201.503997802734,3.31820011138916,1.51429998874664,-0.903331995010376,3.30250000953674,0,1,1,0,0,0,0,0,1,1,1,5.74921989440918,-1.18971002101898,5.82917976379395,-6.92257022857666,NA,-3.74130988121033,-0.377173990011215
19.9453048706055,2.022073100247e+18,"A","R","R",3,1,2,0,1,"InPlay","single","FB",96.3582000732422,88.2885971069336,2151.15991210938,204.580993652344,3.41540002822876,1.5650999546051,-0.695728003978729,2.12781000137329,0,1,0,0,0,0,1,0,0,0,0,5.87154006958008,-1.274090051651,5.76114988327026,-9.03287982940674,NA,-4.99494981765747,-0.26630300283432
18.4124603271484,2.022073100247e+18,"A","R","R",3,2,1,0,0,"FoulBall","NULL","FB",96.7241973876953,87.9087982177734,1781.43994140625,204.776992797852,3.36680006980896,1.53970003128052,0.037907101213932,1.86407995223999,0,1,0,0,0,0,0,0,1,0,0,5.81765985488892,-1.05871999263763,5.88490009307861,-8.30891990661621,NA,-5.39855003356934,0.354306012392044
18.2785911560059,2.022073100247e+18,"A","R","R",3,2,2,0,1,"BallCalled","NULL","FB",95.8399963378906,86.91259765625,1539.77001953125,198.065994262695,3.36680006980896,1.53970003128052,-2.01034998893738,4.54748010635376,1,0,0,0,0,0,0,0,1,0,0,5.86948013305664,-1.0135600566864,5.65677976608276,-5.80434989929199,NA,-2.66739010810852,-1.64131999015808
19.2096748352051,2.022073100247e+18,"A","R","R",3,3,3,0,2,"BallCalled","NULL","FB",96.8015975952148,88.1474990844727,1946.71997070313,205.093994140625,3.46399998664856,1.59049999713898,-1.0626699924469,3.04828000068665,1,0,0,0,0,0,0,0,1,1,0,5.82479000091553,-1.03055000305176,5.89546012878418,-8.74304008483887,NA,-4.0568699836731,-0.899110972881317
16.8870410919189,2.022073100247e+18,"A","R","R",3,3,5,2,2,"FoulBall","NULL","FB",96.336799621582,87.3047027587891,1511.59997558594,204.645004272461,3.46399998664856,1.59049999713898,0.450190007686615,3.349289894104,0,1,0,0,0,0,0,0,1,1,0,5.79000997543335,-1.06571996212006,5.99912023544312,-7.59827995300293,NA,-3.94896006584167,0.878009974956512
18.5476093292236,2.022073100247e+18,"A","R","R",3,4,3,1,1,"StrikeSwinging","NULL","FB",94.7843017578125,85.7386016845703,1769.42004394531,204.697006225586,3.31820011138916,1.51429998874664,-1.08429002761841,2.92455005645752,0,1,0,0,0,0,0,0,0,1,1,5.80470991134644,-1.08820998668671,5.98032999038696,-8.3355598449707,NA,-4.37174987792969,-0.82717502117157
19.3165149688721,2.022073100247e+18,"A","R","R",3,4,4,1,2,"BallCalled","NULL","FB",96.9192962646484,88.0119018554688,1987.34997558594,204.684005737305,3.31820011138916,1.51429998874664,-1.61884999275208,4.26932001113892,1,0,0,0,0,0,0,0,0,1,1,5.88016986846924,-1.18792998790741,5.79174995422363,-8.71965980529785,NA,-2.78133988380432,-1.32467997074127
18.5238342285156,2.022080200088e+18,"B","L","R",1,1,1,0,0,"BallCalled","NULL","FB",91.5315017700195,83.6676025390625,1722.0400390625,154.149993896484,3.31820011138916,1.51429998874664,1.24088001251221,1.30243003368378,1,0,0,0,0,0,0,0,0,0,0,5.74550008773804,1.47373998165131,6.72861003875732,8.93015003204346,NA,-6.19822978973389,0.641966998577118
17.7172584533691,2.022080200088e+18,"B","L","R",1,1,2,1,0,"StrikeCalled","NULL","FB",92.9289016723633,84.9098968505859,1585.23999023438,156.386993408203,3.31820011138916,1.51429998874664,0.0180633999407291,1.6559100151062,0,1,0,0,0,0,0,0,0,0,0,5.86037015914917,1.3652800321579,6.42357015609741,7.90549993515015,NA,-5.88051986694336,-0.673797011375427
19.492805480957,2.022080200088e+18,"B","L","R",1,1,4,2,1,"FoulBall","NULL","FB",93.4654006958008,85.1633987426758,1801.15002441406,160.36799621582,3.31820011138916,1.51429998874664,0.821516990661621,3.09198999404907,0,1,0,0,0,0,0,0,0,0,0,5.85040998458862,1.355260014534,6.47034978866577,7.03751993179321,NA,-4.12137985229492,0.122698001563549
14.7366771697998,2.022080200088e+18,"B","L","R",1,1,5,2,2,"BallCalled","NULL","FB",92.6530990600586,84.3926010131836,1131.2099609375,152.899993896484,3.31820011138916,1.51429998874664,1.57705998420715,4.25565004348755,1,0,0,0,0,0,0,0,0,0,0,5.99823999404907,1.32745003700256,6.64860010147095,7.73785018920898,NA,-3.52473998069763,1.0478800535202
16.903787612915,2.022080200088e+18,"B","L","R",1,1,6,3,2,"FoulBall","NULL","FB",92.9879989624023,84.3768005371094,1411.15002441406,156.057998657227,3.31820011138916,1.51429998874664,0.656377017498016,3.05322003364563,0,1,0,0,0,0,0,0,0,0,0,5.91660022735596,1.37762999534607,6.4316201210022,7.5699200630188,NA,-4.55426979064941,-0.0246702991425991
16.3030128479004,2.022080200088e+18,"B","L","R",1,2,4,2,1,"FoulBall","NULL","FB",92.6578979492188,84.4421005249023,1333.92004394531,154.968002319336,3.22099995613098,1.46350002288818,0.448572009801865,2.26659989356995,0,1,0,0,0,0,0,0,0,0,0,5.78758001327515,1.40117001533508,6.58161020278931,7.62248992919922,NA,-5.34289979934692,-0.273797988891602
16.4221801757812,2.022080200088e+18,"B","L","R",1,2,5,2,2,"BallCalled","NULL","FB",92.793701171875,85.181999206543,1347.98999023438,153.95100402832,3.22099995613098,1.46350002288818,0.936722993850708,1.90991997718811,1,0,0,0,0,0,0,0,0,0,0,5.78720998764038,1.47545003890991,6.57033014297485,7.91242980957031,NA,-5.70333003997803,0.200907006859779
18.5316104888916,2.022080200088e+18,"B","L","R",1,2,6,3,2,"BallCalled","walk","FB",92.3330001831055,84.32080078125,1455.86999511719,166.404006958008,3.22099995613098,1.46350002288818,0.474000990390778,3.69842004776001,1,0,0,0,0,0,0,0,0,0,0,5.85106992721558,1.28940999507904,6.42790985107422,4.51238012313843,NA,-3.63912010192871,-0.43741300702095
18.7381820678711,2.022080200088e+18,"B","L","L",1,3,2,1,0,"InPlay","single","FB",92.1829986572266,84.3478012084961,1624.23999023438,160.794006347656,3.41540002822876,1.5650999546051,0.590987026691437,1.94754004478455,0,1,0,0,0,0,1,0,1,0,0,5.83975982666016,1.26094996929169,6.36765003204346,6.64559984207153,NA,-5.48858976364136,-0.0656962022185326
15.8729467391968,2.022080200088e+18,"B","L","R",2,2,1,0,0,"BallCalled","NULL","FB",92.05419921875,84.0665969848633,1114.51000976563,159.593994140625,3.22099995613098,1.46350002288818,1.07554996013641,3.54448008537292,1,0,0,0,0,0,0,0,0,0,0,5.90612983703613,1.38648998737335,6.56544017791748,5.96246004104614,NA,-4.14229011535645,0.256359994411469
13.9832553863525,2.022080200088e+18,"B","L","R",2,2,4,2,1,"BallCalled","NULL","FB",91.6345977783203,84.1912994384766,1148.59997558594,147.852005004883,3.22099995613098,1.46350002288818,0.66414999961853,1.3133499622345,1,0,0,0,0,0,0,0,0,0,0,5.79482984542847,1.47082996368408,6.39999008178711,8.85260963439941,NA,-6.6418399810791,0.00316422991454601
14.5321826934814,2.022080200088e+18,"B","L","R",2,2,5,3,1,"StrikeCalled","NULL","FB",91.6559982299805,83.8643035888672,998.695007324219,160.214996337891,3.22099995613098,1.46350002288818,0.95754998922348,2.55749988555908,0,1,0,0,0,0,0,0,0,0,0,5.8369197845459,1.26628005504608,6.27190017700195,5.33847999572754,NA,-5.2846097946167,0.195269003510475
11.072829246521,2.022080200088e+18,"B","L","R",2,2,8,3,2,"FoulBall","NULL","FB",91.8828964233398,85.0186996459961,885.070007324219,141.29899597168,3.22099995613098,1.46350002288818,0.253728002309799,1.81657004356384,0,1,0,0,0,0,0,0,0,0,0,5.81312990188599,1.29288995265961,6.23872995376587,8.81241989135742,NA,-6.37062978744507,-0.259550005197525
14.491325378418,2.022080200088e+18,"B","L","R",2,2,9,3,2,"BallCalled","walk","FB",91.6174011230469,83.9263000488281,1020.85998535156,157.516006469727,3.22099995613098,1.46350002288818,0.520505011081696,3.66652989387512,1,0,0,0,0,0,0,0,0,0,0,5.78039979934692,1.33171999454498,6.27704000473022,6.07532978057861,NA,-4.03496980667114,-0.278438985347748
16.1151180267334,2.022080200088e+18,"B","L","R",2,3,1,0,0,"BallCalled","NULL","FB",91.206901550293,83.4330978393555,1153.36999511719,162.772003173828,3.41540002822876,1.5650999546051,0.714368999004364,3.86859011650085,1,0,0,0,0,0,0,0,1,0,0,5.78805017471313,1.25688004493713,6.58157014846802,5.20502996444702,NA,-3.63531994819641,-0.0731121003627777
18.4154453277588,2.022080200088e+18,"B","L","R",2,3,2,1,0,"BallCalled","NULL","FB",91.3601989746094,83.7042007446289,1465.64001464844,164.244995117188,3.41540002822876,1.5650999546051,0.873947978019714,3.37329006195068,1,0,0,0,0,0,0,0,1,0,0,5.65058994293213,1.39759004116058,6.4204797744751,5.25161981582642,NA,-3.83285999298096,-0.0481595993041992
14.8629512786865,2.022080200088e+18,"B","L","R",2,3,3,2,0,"BallCalled","stolen_base_2b","FB",92.3412017822266,84.6883010864258,1183.21997070313,153.014007568359,3.41540002822876,1.5650999546051,-0.535043001174927,3.90686011314392,1,0,0,0,0,0,0,0,1,0,0,5.72495985031128,1.3643399477005,6.50322008132935,7.65903997421265,NA,-3.61504006385803,-1.3079799413681
13.2392539978027,2.022080200088e+18,"B","L","R",2,3,4,3,0,"BallCalled","walk","FB",91.3970031738281,84.1328964233398,1036.36999511719,149.216995239258,3.41540002822876,1.5650999546051,0.0712357014417648,3.69622993469238,1,0,0,0,0,0,0,0,0,1,0,5.73858976364136,1.40556001663208,6.51058006286621,8.015549659729,NA,-4.06273984909058,-0.660284996032715
17.2178764343262,2.022080200088e+18,"B","L","R",2,4,4,0,2,"BallCalled","NULL","FB",92.1593017578125,84.6585998535156,1376.65002441406,158.095001220703,3.31820011138916,1.51429998874664,1.17058002948761,3.14126992225647,1,0,0,0,0,0,0,0,1,1,0,5.81300020217896,1.46788001060486,6.7559700012207,6.81297016143799,NA,-4.35029983520508,0.353789985179901
15.946192741394,2.022080200088e+18,"B","L","R",2,4,6,1,2,"BallCalled","caught_stealing_3b","FB",93.1345977783203,85.9573974609375,1211.94995117188,163.578994750977,3.31820011138916,1.51429998874664,0.544739007949829,1.79553997516632,1,0,1,0,0,0,0,0,1,1,0,5.694739818573,1.36201000213623,6.76125001907349,4.8083701133728,NA,-5.66897010803223,-0.415717005729675
15.1888046264648,2.022080200088e+18,"B","L","R",3,2,2,1,0,"FoulBall","NULL","FB",91.5549011230469,83.7337036132813,1014.44000244141,161.787002563477,3.31820011138916,1.51429998874664,0.579735994338989,3.27852988243103,0,1,0,0,0,0,0,0,0,1,0,5.90115976333618,1.48617994785309,6.29292011260986,4.98346996307373,NA,-4.5518798828125,-0.488498002290726
19.5132751464844,2.022080200088e+18,"B","L","R",3,2,4,2,1,"InPlay","field_out","FB",91.344596862793,83.0597991943359,1656.64001464844,162.49299621582,3.31820011138916,1.51429998874664,-0.072801299393177,2.2950599193573,0,1,1,0,0,0,1,0,0,1,0,5.78861999511719,1.45440995693207,6.55539989471436,6.16066980361938,NA,-5.0938401222229,-1.04396998882294
19.7289543151855,2.022080200088e+18,"B","L","R",3,3,3,1,1,"StrikeSwinging","NULL","FB",91.5955963134766,82.9190979003906,1584.34997558594,163.723007202148,3.22099995613098,1.46350002288818,0.328339010477066,3.59970998764038,0,1,0,0,0,0,0,0,0,0,1,5.84376001358032,1.3255900144577,6.39453983306885,5.65704011917114,NA,-3.75658988952637,-0.515627980232239
19.8718128204346,2.022080200088e+18,"B","L","R",3,3,5,2,2,"BallCalled","NULL","FB",92.2895965576172,83.7049026489258,1760.61999511719,162.169006347656,3.22099995613098,1.46350002288818,0.0584085993468761,4.58833980560303,1,0,0,0,0,0,0,0,0,0,1,5.82129001617432,1.35337996482849,6.58954000473022,6.40000009536743,NA,-2.53555989265442,-0.770165026187897
19.2235126495361,2.022080200088e+18,"B","L","R",3,3,6,3,2,"FoulBall","NULL","FB",92.41259765625,83.7717971801758,1825.09997558594,155.705993652344,3.22099995613098,1.46350002288818,0.0257178992033005,3.31033992767334,0,1,0,0,0,0,0,0,0,0,1,5.88511991500854,1.3303200006485,6.56166982650757,8.68258953094482,NA,-4.06037998199463,-0.547717988491058
17.4010238647461,2.022080200088e+18,"B","L","L",3,4,3,1,1,"BallCalled","NULL","FB",92.5148010253906,84.7876968383789,1545.19995117188,154.947998046875,3.41540002822876,1.5650999546051,0.0699943006038666,1.572389960289,1,0,0,0,0,0,0,0,0,0,1,5.77167987823486,1.3241800069809,6.33009004592896,8.28046989440918,NA,-5.92709016799927,-0.536997973918915
20.0757846832275,2.022080200088e+18,"B","L","L",3,4,4,2,1,"BallCalled","NULL","FB",92.1939010620117,83.888801574707,1902.63000488281,163.022994995117,3.41540002822876,1.5650999546051,1.32653999328613,2.94845008850098,1,0,0,0,0,0,0,0,0,0,1,5.81202983856201,1.27125000953674,6.50780010223389,6.33843994140625,NA,-4.22257995605469,0.694894015789032
18.5171089172363,2.022080200088e+18,"B","L","L",3,4,5,3,1,"StrikeSwinging","NULL","FB",92.0416030883789,83.9272994995117,1537.33996582031,160.326995849609,3.41540002822876,1.5650999546051,0.382456004619598,3.84173011779785,0,1,0,0,0,0,0,0,0,0,1,5.81870985031128,1.3391900062561,6.4482798576355,6.61363983154297,NA,-3.48944997787476,-0.381217002868652
19.1320343017578,2.022080200088e+18,"B","L","R",3,5,2,0,1,"BallCalled","pickoff_1b","FB",91.1445999145508,82.8173980712891,1659.5400390625,155.552001953125,3.36680006980896,1.53970003128052,1.59622001647949,3.62843990325928,1,0,0,0,0,0,0,0,1,0,0,5.71680021286011,1.4932199716568,6.59689998626709,8.67975044250488,NA,-3.62184000015259,0.983525991439819
14.5013418197632,2.022080200088e+18,"B","L","R",4,1,1,0,0,"StrikeCalled","NULL","FB",90.1455001831055,82.3320007324219,1102.73999023438,151.033996582031,3.36680006980896,1.53970003128052,0.677644014358521,3.26697993278503,0,1,0,0,0,0,0,0,0,0,0,5.87828016281128,1.34241998195648,6.38048982620239,8.04135036468506,NA,-4.70595979690552,0.0784744024276733
15.7600374221802,2.022080200088e+18,"B","L","L",4,2,1,0,0,"StrikeCalled","NULL","FB",91.6118011474609,83.3787002563477,1109.64001464844,164.011001586914,3.56119990348816,1.64129996299744,-0.194502994418144,1.99520003795624,0,1,0,0,0,0,0,0,0,0,0,5.75448989868164,1.3586699962616,6.35040998458862,4.63464021682739,NA,-5.69932985305786,-1.22133004665375
14.6505689620972,2.022080200088e+18,"B","L","L",4,2,2,0,1,"InPlay","field_out","FB",91.1389007568359,83.1893005371094,1351.23999023438,142.647994995117,3.56119990348816,1.64129996299744,0.323397994041443,2.54843997955322,0,1,1,0,0,1,0,0,0,0,0,5.65792989730835,1.36466002464294,6.45895004272461,10.9593000411987,NA,-5.19263982772827,-0.0379538014531136
13.5042343139648,2.022080200088e+18,"B","L","R",4,3,2,0,1,"FoulBall","NULL","FB",92.1014022827148,84.2631988525391,1109.55004882813,148.414993286133,3.22099995613098,1.46350002288818,-0.233264997601509,2.59581995010376,0,1,0,0,0,0,0,0,0,0,0,5.73544979095459,1.51531994342804,6.43024015426636,8.51867008209229,NA,-5.19932985305786,-1.05212998390198
18.9384689331055,2.022080200088e+18,"B","L","R",5,1,1,0,0,"StrikeCalled","NULL","FB",90.4057998657227,82.4621963500977,1731.75,155.490005493164,3.41540002822876,1.5650999546051,0.384274989366531,3.33404994010925,0,1,0,0,0,0,0,0,0,0,0,5.79924011230469,1.46828997135162,6.60351991653442,8.63442993164063,NA,-4.08528995513916,-0.318170011043549
14.1684408187866,2.022080200088e+18,"B","L","R",5,1,3,0,2,"FoulBall","NULL","FB",91.5721969604492,83.4358978271484,1052.0400390625,154.561004638672,3.41540002822876,1.5650999546051,0.226575002074242,3.70574998855591,0,1,0,0,0,0,0,0,0,0,0,5.73632001876831,1.50038003921509,6.35590982437134,6.91570997238159,NA,-3.98395991325378,-0.694196999073029
